title,description
Fragile Glory: A Portrait of France and the French,"A respected journalist journeys through France, from the mean
backstreets of Marseilles to the lush landscapes of Normandy, and
comes back with an affectionate and insightful portrait of a country
in the midst of profound change"
Sappho Was a Right on Woman: A Liberated View of Lesbianism,"Most material of all, this book begins to fill the terrible need of an
entire population of women, until now not only persecuted and ignored,
but deprived of any reasonable account of themselves and the
sufferings imposed on them by a ..."
The Portrait of a Lady (Modern Library Classics),"Follows the story of American heiress Isabel as she visits Europe to
find her own destiny, is pursued by suitors, and ultimately must make
a tragic choice."
Fall of the House of Usher and Other Stories,"The eerie tales of Edgar Allan Poe remain among the most brilliant and
influential works in American literature."
Republic of Women,"St Kilda is home to a vital community of free-thinking individuals,
and Merrill Findlay introduces an exotic cavalcade of characters."
Rebel Sutra,"The colony world of Maya is run by the Changed: a carefully inbred
aristocracy clustered in their hillside city, high above Babelion and
its wretched swarms of poor colonists."
Mary Ellen's Greatest Hints,"A family magazine columnist shares her secrets to houshold tasks, such
as how to make crystal-clear ice cubes, how to keep pests away from
plants, or how to fix scuffed shoes"
Lunch,A very hungry mouse eats a large lunch comprised of colorful foods.
Prince of Chaos (Chronicles of Amber),"Merlin Corey travels to the Courts of Chaos, where he discovers the
reasons behind many of the forces that have shaped his life"
Thrice Upon A Time,"Murdoch Ross is delighted when his brilliant grandfather invents a
machine capable of sending messages to itself through time to the past
or future, but soon messages begin to arrive that the machine did not
send, including one warning of ..."
"Matters of the Heart: Stop Trying to Fix the Old , Let God Give You Something New","Offers advice for Christian women on how to improve their relationship
with God by undertaking a transformation and renewal in their hearts."
The Diamond Cat,"Boarding four cats for her neighbors during a long holiday weekend,
Bettina Bilby is astonished when a freak storm brings a carrier pigeon
bearing a tiny sack of diamonds, which one of the cats swallows up.
Reprint."
Hugging the Shore: Essays and Criticism,"Winner of the National Book Critics Circle Award for criticism,
Hugging the Shore is an enormously intelligent, witty collection of
essays by John Updike."
Conflict of Interest,"Knowing that the only thing that can save his client is a devastating
secret that cannot be revealed, attorney Ted Stevens must go beyond
the call of duty to stop a blackmailer who knows of his intimate
relationship with the victim--a ..."
Selling to Vito: The Very Important Top Officer,"This book contains all the tactics you need to get appointments with
impossible-to-reach top decision makers."
Saving Private Ryan: A Novel,"Captain John Miller leads his squad on a mission to rescue a
paratrooper reported missing during D-Day operations"
A Book for Couples,"Presents a practical, positive, and inspirational approach to
overcoming the problems that may interfere with a lasting relationship"
"60-Second Shiatzu: The Natural Way to Energize, Erase Pain, and Conquer Tension in One Munute","Requiring no oils, equipment, mystical movements, or complicated
procedures, shiatzu is a safe and natural method of pain relief that
can be practiced whenever and wherever needed."
"Mirror, Mirror","Suffering from amnesia after an accident, a woman discovers she was
married to the most eligible man in Texas, but her reviving memory
puts him in a terrible light. By the author of Slow Dance. Original."
Man Out of Time,"A young attorney is delighted to land a position with a renowned law
firm, until he discovers their cutthroat way of doing business and
finds himself retreating into a haze of alcohol stupor, disintegrating
friendships, bizarre encounters, ..."
How to Read a Book,"Analyzes the art of reading and suggests ways to approach literary
works"
A Matter Of Character: Inside The White House Of George W. Bush,"A look at the real George W. Bush behind the public image draws on
interviews with key players in the Bush administration, as well as
with friends and colleagues, to reveal a man of clearly defined moral
instinct and leadership style."
The Search for Delicious (Ariel Book),"In this classic novel by a Newbery Honor author, the Prime Minister is
compiling a dictionary, and when no one at court can agree on the
meaning of delicious, the King sends his 12-year-old messenger Gaylen
to poll the country."
The Cartoonist's Workbook: Drawing * Writing Gags * Selling,"Shows how to portray characters, common poses, emotions, and useful
situations, and provides practical advice on submitting cartoon ideas
to newspapers, magazines, syndicates, greeting card companies, and
other markets"
No Mercy,"As a shocking and deadly crime destroys the peaceful fabric of a small
upstate New York town, nanny Gwen Amiel, a woman whose past is marked
by violence and mystery, becomes the prime suspect and turns to the
one man offering her sanctuary."
Graham Norton: Laid Bare,"Graham Norton Laid Bare, by biographer and journalist Alison Bowyer,
is full of revealing interviews with friends, lovers and associates
and presents a rounded, fascinating picture of this irrepressibly
likeable man."
The Very Best Book of Baby Names,"Lists popular and traditional names, offers advice on selecting a name
by type, and discusses considerations when choosing a name"
Essential Zen (Essential (Booksales)),"Wonderfully lucid, presented here are many classic writings which are
the core of Zen. Includes a lively history of Zen and its practice."
The Web of Inclusion,"Introduces a management approach for the postindustrial economy that
emphasizes inclusion, flexibility, interconnectedness, technology, and
human-centered values Inclusive, flexible, interconnected, technology-
enhanced, and human-centered, ..."
Very Vegetarian,"In addition to a wide range of more than 250 mouth-watering recipes,
Very Vegetarianincludes a helpful introduction about eating vegan and
16 pages of beautiful four-color photographs.&quot;"
"The Hunters: Twilight of the Clans III (Battletech Series , No 35)","Led by a defector from the Clans, a task force drawn from the armies
of the Inner Sphere and code-named Serpent embarks on a desperate
journey to strike a lethal blow against the Clans in their home
worlds. Original."
"Spymaster: The Real-Life \Karla,\"" His Moles, and the East German Secret Police""","In this penetrating look at the life and character of Markus Wolf, the
most successful Communist spymaster of the Cold war, the author raises
an intriguing question: Did this ruthless and charming man have to pay
any price, morally or ..."
Edith Kermit Roosevelt: Portrait of a First Lady,"Previously unpublished letters and diaries are used to portray the
life of Mrs. Theodore Roosevelt and to assess the mark that she left
as first lady"
The Millionaire Mind,"Describes the qualities that enabled individuals to become
millonaires, and looks at their childhood, education, and choice of
vocation"
"Texas Midnight (Intrigue, 554)","Texas Midnight by Caroline Burnes released on Jan 25, 2000 is
available now for purchase."
Guarding Hanna,"The deformed and hermet-like narrator of this humorous thriller spends
earns his keep as a hitman for the local mafia."
Any Small Thing Can Save You: A Bestiary,"Reminiscent of the tales told by travelers who encountered strange
creatures that profoundly impacted their lives, a collection of
twenty-six vignettes details the fragility and wonder of love in
everyday life."
The Island of the Day Before,"There he waits now, alone on the mysteriously deserted Daphne,
separated by treacherous reefs from the island beyond: the island of
the day before. If he could reach it, time - and his misfortunes -
might be reversed."
