title,description
The Tarot Guide to Love and Relationships,"Through sample spreads, this new book teaches Tarot enthusiasts to use
their readings to solve the conflicts and problems inherent in all
close relationships, whether they are with romantic partners, friends,
or family."
Der Weg nach Vinland. Roman.,9
A Reason For Marriage (Harlequin Collector's Edition),9
"Touch Of Love (Harlequin Presents, No 1426)","The Touch Of Love by Vanessa Grant released on Nov 22, 1991 is
available now for purchase."
King of the Murgos (Malloreon (Paperback Random House)),"If they could not be at that impossible place when Zandramas arrived,
they would lose-forever. Here David Eddings&#39; bestselling The
Malloreon continues as the epic quest begins, across new lands and
among strange peoples."
Metrodog : The Essential Guide to Raising Your Dog in the City,"Shares advice on how to raise a well-behaved, well-adjusted dog in an
urban environment, offering tips on everything from housetraining to
preventing barking."
The Hacienda : A Memoir,"Tremendously atmospheric, &quot;The Hacienda&quot; brilliantly evokes
the unique confluence of time, place, and people that shaped this
powerful writer."
Jan the Man,9
Simpson's Christmas Book,"When Homer receives no Christmas bonus from the nuclear power plant
where he works, he moonlights as a shopping mall Santa to buy gifts
for his family."
Eagle in the Sky (Macmillan UK Audio Books),9
Jump In!,"Lonely Miss Lollipop buys a truck which quickly fills with animals in
this rhyming tale that introduces counting."
The Art of Magic: The Companion to the Pbs Special,"Explores the history of magic and discusses the dividing line between
science, superstition, and entertainment"
Waverly Place,"Based on the Steinberg/Nussbaum case in New York City, this fictional
work recounts the events leading to abuse and death of a child by her
adoptive parents: an attorney and a former teacher/children&#39;s book
editor in Greenwich Village."
In the language of love : a novel in 100 chapters,9
"Time: From Micro-Seconds to Millennia, a Search for the Right Time","Drawing on Waugh&#39;s polymathic knowledge of art, music, literature,
science and social history, this is a hugely entertaining examination
of the big questions about time: how were seconds, minutes and hours
agreed; how were the various ..."
Fundamentals of Mainstream Buddhism (Tuttle Library of Enlightenment),"Translating the Buddhist sutras, as well as the major texts and
commentaries of the first centuries after the BuddhaAEs death, Eric
Cheetham--of the distinguished Buddhist Society of London--seeks out
Buddhism&#39;s fundamental teachings."
Foundations Edge (Signed & Numbered ed),"At last, the costly and bitter war between the two Foundations had
come to an end."
Zmittst im GjÃ?Â¤tt uss. Mitten im Nirgenwo.,9
Goin' Down the Road: A Grateful Dead Traveling Companion,"A collection of articles and interviews from Golden Road, the magazine
published for and by fans of the Grateful Dead, discusses their
recording company, songs by others that they have played, concerts
available on tape, and other topics"
"Ice Run : An Alex McKnight Novel (Alex Mcknight, 6)",9
First Book of Modern Electronics Fun Projects,9
The Family Bible Companion,"Here is an effective, easy-to-use guide for families who want to study
the Bible together."
Ap American History/Advanced Placement Examination (Arco Master the AP United States History Test),"Reviews American history, describes nine basic kinds of history essay
questions, and includes three sample tests"
There's Room for Me Here: Literacy Workshop in the Middle School,"Uses anecdotes and examples of student writing to recount the
experiences of two teachers in creating special workshops for middle
school students who had poor reading skills, and provides guidance for
starting a literacy program."
Anna Pavlova: A Legend Among Dancers,9
Plants are some of my favorite people!! (Alligator books),9
A World Full of Women (3rd Edition),9
Close Range: Wyoming Stories (G K Hall Large Print Book Series (Cloth)),"Collection of stories about loneliness, quick violence, and wrong
kinds of love."
I Look Divine (Vintage Contemporaries),"The story of the brief life of the clever and rich Nicholas is told by
his older brother"
"Eat Your Way Across the U.S.A: 500 Diners, Farmland Buffets, Lobster Shacks, Pie Palaces, and Other All-American Eateries","A cross-country culinary guide takes the guesswork out of what and
where to eat on road trips, providing the latest details on where to
find regional favorites, all-you-can-eat buffets, donut shops,
pancakes houses, and more. Original."
Confessions of a Teenage Baboon,"On one of his mother&#39;s nursing cases a &quot;misfit&quot; teenager
meets a man who gives Chris some needed lessons in life."
Step-Ball-Change,"Caroline and her husband Tom deal with the romantic ups-and-downs of
their daughter Kay, who has become engaged to the richest bachelor in
Raleigh, and Caroline&#39;s sister Taffy, who is getting a divorce
from the wealthiest man in Atlanta."
Mars Attacks!,"A huge invasion fleet from Mars is heading for Earth and the U.S.
President, the military, and even the First Lady are helpless to stop
this armada"
"Testaments of faith,",9
The Great Baby Caper,"Courtney Kelly&#39;s eccentric boss tells her that in order to be
promoted, she must find the most eligible bachelor in the French
Quarter and marry him."
Jesus of Nazareth,9
New York Cookbook,"More than five hundred recipes celebrate the passion for food with New
York specialities ranging from Codfish Puffs to Braised Lamb Shanks to
Kreplach"
WEB OF ROMULANS,9
The X-Files Declassified: The Unauthorized Guide,"An inside glimpse of the popular TV series includes an annotated
synopsis of every episode, profiles of the characters, and speculation
on the program&#39;s themes of government cover-ups, UFOs,
conspiracies, and psychic phenomena"
Private View: Inside Baryshnikov's American Ballet Theatre,9
Battle Born,"With a newly re-united Korea threatening to use its nuclear and
biological arsenal against the Chinese to the north, Patrick McLanahan
is forced to take his untrained team of B-1B Lancer pilots on a daring
mission to knock out this new ..."
Reaching Higher (Lippincott Basic Reading Series),9
Lambada by Galilee & other surprises,9
Pride & Prejudice,9
The Eye of  Spirit,"Examines the premises of various fields, including, psychology,
spirituality, anthropology, cultural studies, art, literary theory,
ecology, and feminism, and presents a map of modern and &quot;post-
modern&quot; thought"
Spring Thunder: Awaken the Hibernating Power of Life,"This book contains the teachings of Yen Shi, the border guard to whom
Lao Tzu imparted his wisdom as he traveled west in times of confusion
and uncertainty not unlike our own. Instruction in Natural Meditation
is also included."
Never Ask a Man the Size of His Spread: A Cowgirl's Guide to Life,"Henry Ward Beecher said &quot;the common sense of one century is the
common sense of the next."
Many Deadly Returns,9
Into the Moorish world,9
"Just the Words \Monty Python's Flying Circus\""""",9
Sometimes I Wake Up Grumpy . . . and Sometimes I Let Him Sleep,"Life is filled with bedlam and blessings; it is both blemished and
beautiful.In the laugh-a-minute tradition of her best-seller, Just
Hand Over the Chocolate, Linamen again mixes a potion that helps women
find the inner strength to embrace ..."
The Metaphysics of Sex (The Marlborough Gardens Quartet),"Follows the secret passions of the Forsters, a wealthy Victorian
banking family"
Forbidden Memories (Mammoth Reads),9
The Witch and the Warrior,"Gwendolyn MacSween pretends to be a witch in order to charm Highland
warrior Alex MacDunn, the head of her family&#39;s rival clan, who
expects her to heal his dying son, while a dangerous enemy waits to
destroy them both."
Bob the Builder: Roley's Animal Rescue (Bob the Builder),"Each of these small format books is based on the exploits of one of
Bob&#39;s machines - together, they create an appealing library."
Life Sentence,"Who does Ellis think he is - John Grisham? The answer to that has to
be , Yes&#39; - Chicago Tribune &#39;Ellis sets a new standard with
this superb legal thriller&#39; - Library Journal&#39;"
Cranberry Queen,"Diana Moore, a thirty-something professional in New York City, is
brooding over rumors about her ex-lovers beautiful new girlfriend,
when the unimaginable happens: a terrible car accident in which her
entire family is killed."
Flights of Love : Stories,"A collection of short fiction about love explores the mysteries of the
human heart and the complex emotional aspects of love."
Husbands,9
Wine,9
Short Notes from the Long History of Happiness,"Come sit down beside me I said to myself, And although it doesn&#39;t
make sense, I held my own hand As a small sign of trust And together I
sat on the fence."
Deerslayer,"While hunting with the sheriff of Troy, Louisiana, and his son,
journalist Pete Brady witnesses what appears to be an accidental
shooting, but further investigation proves otherwise"
Mountains Without Handrails : Reflections on the National Parks,About national parks in the United States.
JUMPING THE GREEN : A Novel,"A new talent makes an auspicious debut with this haunting, erotic tale
of a young woman whose grief over her sister&#39;s unsolved murder
leads to a dangerous affair."
Aztec Gold (Trailsman),"When Skye Fargo is hired to uncover an archaeological treasure, he
soon learns that not everyone is hoping that he recovers it TRAIL OF
TREACHERY Over 300 years ago, Francisco Vasquez de Coronado led a
punitive expedition against the native ..."
Torch Town Boogie (Harry James Denton Mysteries),"P.I. Harry James Denton investigates the torching of the mansion
across the street from his apartment and suspects that it is the work
of a firebug bent on driving away those who would gentrify the funky,
rundown neighborhood. Original."
A Woman's Liberation : A Choice of Futures by and About Women,"These ten classic stories, each featuring well-developed, strong
female characters, have garnered numerous literary awards and span
every style and theme in speculative fiction."
